Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values
982,96,1840277796,-356765352
983,113,886947904,-416745792
984,17,810482248,-29564605
985,113,328488177,-1588583542
986,102,-1299368446,-1461864273
987,62,-1168562548,472544594
988,96,404568707,1299367856
989,68,700260365,-816853081
990,96,1658683804,380633502
991,102,28355502,-1371548244
992,34,-1944648247,-2021104356
993,34,919762626,-469012564
994,34,1473878264,1177622405
995,96,-1247953747,-703522111
996,79,-652960180,387416692
997,28,1869273417,-2104902083
998,28,-1356796935,1617169122
999,51,1224436802,930814729
Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values
0,113,112,3615
1,62,111,2033
2,34,122,1176
3,34,137,1191
4,68,116,2224
5,85,119,2754
6,45,138,1533
7,102,131,3293
8,28,139,1007
9,62,108,2030
10,51,134,1715
11,68,154,2262
12,96,151,3127
13,28,147,1015
14,113,150,3653
15,68,129,2237
16,113,120,3623
17,102,127,3289
18,85,126,2761
19,45,144,1539
20,85,150,2785
21,62,131,2053
22,51,127,1708
23,113,130,3633
24,62,131,2053
25,34,128,1182
26,68,121,2229
27,79,119,2568
28,102,113,3275
29,85,132,2767
30,79,110,2559
31,17,151,678
32,102,125,3287
33,28,128,996
34,51,127,1708
35,79,122,2571
36,51,150,1731
37,85,115,2750
38,34,137,1191
39,68,111,2219
40,45,137,1532
41,17,128,655
42,113,120,3623
43,96,153,3129
44,17,120,647
45,85,132,2767
46,45,121,1516
47,45,142,1537
48,62,124,2046
49,68,133,2241
50,51,120,1701
51,51,127,1708
52,62,144,2066
53,28,153,1021
54,85,136,2771
55,45,116,1511
56,62,135,2057
57,85,154,2789
58,17,147,674
59,102,132,3294
60,28,139,1007
61,79,127,2576
62,62,145,2067
63,45,130,1525
64,51,132,1713
65,85,134,2769
66,62,150,2072
67,17,122,649
68,28,122,990
69,28,109,977
70,85,144,2779
71,68,131,2239
72,68,149,2257
73,79,138,2587
74,102,132,3294
75,96,129,3105
76,102,131,3293
77,96,138,3114
78,85,134,2769
79,85,132,2767
80,34,128,1182
81,34,115,1169
82,17,125,652
83,34,122,1176
84,45,117,1512
85,85,147,2782
86,113,130,3633
87,28,129,997
88,51,154,1735
89,34,143,1197
90,68,119,2227
91,28,142,1010
92,96,136,3112
93,68,137,2245
94,62,152,2074
95,34,126,1180
96,28,152,1020
97,113,153,3656
98,68,140,2248
99,34,130,1184
100,102,137,3299
101,45,128,1523
102,79,131,2580
103,34,128,1182
104,28,140,1008
105,68,138,2246
106,45,122,1517
107,68,114,2222
108,85,128,2763
109,51,143,1724
110,51,132,1713
111,113,133,3636
112,85,109,2744
113,96,142,3118
114,113,131,3634
115,17,108,635
116,85,130,2765
117,102,115,3277
118,51,151,1732
119,45,144,1539
120,51,146,1727
121,113,134,3637
122,68,134,2242
123,113,131,3634
124,68,150,2258
125,96,123,3099
126,51,127,1708
127,28,152,1020
128,68,135,2243
129,28,136,1004
130,96,140,3116
131,96,120,3096
132,113,140,3643
133,51,133,1714
134,34,123,1177
135,68,135,2243
136,113,110,3613
137,28,143,1011
138,62,142,2064
139,79,130,2579
140,113,128,3631
141,68,125,2233
142,17,143,670
143,113,127,3630
144,102,130,3292
145,102,120,3282
146,45,152,1547
147,45,125,1520
148,28,140,1008
149,17,130,657
150,79,132,2581
151,17,115,642
152,85,122,2757
153,45,120,1515
154,17,112,639
155,79,139,2588
156,17,124,651
157,96,122,3098
158,34,130,1184
159,85,124,2759
160,102,134,3296
161,79,131,2580
162,28,133,1001
163,28,131,999
164,79,133,2582
165,96,136,3112
166,45,124,1519
167,96,139,3115
168,85,113,2748
169,102,110,3272
170,102,121,3283
171,45,141,1536
172,28,140,1008
173,62,141,2063
174,85,108,2743
175,96,121,3097
176,45,140,1535
177,62,115,2037
178,62,142,2064
179,17,141,668
180,51,146,1727
181,102,147,3309
182,62,124,2046
183,45,131,1526
184,62,147,2069
185,68,112,2220
186,34,110,1164
187,113,110,3613
188,62,108,2030
189,51,131,1712
190,51,136,1717
191,113,137,3640
192,96,136,3112
193,96,131,3107
194,96,139,3115
195,113,124,3627
196,45,140,1535
197,102,120,3282
198,51,125,1706
199,51,134,1715
200,102,126,3288
201,51,130,1711
202,51,146,1727
203,79,112,2561
204,113,127,3630
205,28,152,1020
206,62,120,2042
207,17,131,658
208,51,146,1727
209,17,152,679
210,17,128,655
211,85,123,2758
212,102,114,3276
213,45,154,1549
214,34,130,1184
215,62,125,2047
216,113,135,3638
217,34,114,1168
218,102,132,3294
219,113,144,3647
220,34,134,1188
221,79,115,2564
222,51,137,1718
223,34,121,1175
224,96,134,3110
225,34,138,1192
226,34,139,1193
227,28,113,981
228,96,121,3097
229,34,142,1196
230,102,133,3295
231,68,130,2238
232,28,119,987
233,79,140,2589
234,62,135,2057
235,102,130,3292
236,34,140,1194
237,79,123,2572
238,102,131,3293
239,68,131,2239
240,17,139,666
241,68,140,2248
242,62,139,2061
243,113,119,3622
244,96,142,3118
245,45,139,1534
246,17,125,652
247,62,140,2062
248,85,139,2774
249,85,125,2760
250,96,128,3104
251,62,125,2047
252,17,141,668
253,113,120,3623
254,62,127,2049
255,85,140,2775
256,68,131,2239
257,51,131,1712
258,34,131,1185
259,85,128,2763
260,62,136,2058
261,51,131,1712
262,79,142,2591
263,85,132,2767
264,45,110,1505
265,79,120,2569
266,34,143,1197
267,85,134,2769
268,85,139,2774
269,102,138,3300
270,45,146,1541
271,113,143,3646
272,113,109,3612
273,85,154,2789
274,68,132,2240
275,79,110,2559
276,17,129,656
277,96,119,3095
278,102,140,3302
279,113,142,3645
280,62,137,2059
281,79,109,2558
282,51,131,1712
283,28,116,984
284,79,149,2598
285,96,116,3092
286,17,136,663
287,45,127,1522
288,62,136,2058
289,96,113,3089
290,96,142,3118
291,68,137,2245
292,62,151,2073
293,68,132,2240
294,96,133,3109
295,113,140,3643
296,96,130,3106
297,34,123,1177
298,17,150,677
299,96,121,3097
300,113,131,3634
301,79,127,2576
302,51,143,1724
303,102,144,3306
304,102,118,3280
305,113,116,3619
306,51,127,1708
307,28,134,1002
308,62,120,2042
309,85,142,2777
310,45,117,1512
311,62,154,2076
312,96,126,3102
313,79,124,2573
314,45,126,1521
315,51,122,1703
316,45,125,1520
317,17,125,652
318,45,119,1514
319,102,132,3294
320,28,110,978
321,96,143,3119
322,79,130,2579
323,28,136,1004
324,62,142,2064
325,113,122,3625
326,68,109,2217
327,17,109,636
328,79,139,2588
329,113,137,3640
330,113,115,3618
331,96,132,3108
332,34,127,1181
333,17,129,656
334,85,130,2765
335,68,129,2237
336,85,151,2786
337,113,114,3617
338,68,129,2237
339,85,133,2768
340,68,146,2254
341,34,111,1165
342,79,121,2570
343,96,148,3124
344,68,112,2220
345,113,135,3638
346,28,141,1009
347,62,110,2032
348,79,130,2579
349,45,154,1549
350,102,123,3285
351,28,132,1000
352,28,125,993
353,62,141,2063
354,45,146,1541
355,85,137,2772
356,17,137,664
357,28,134,1002
358,28,136,1004
359,96,130,3106
360,45,139,1534
361,79,122,2571
362,85,119,2754
363,96,129,3105
364,102,118,3280
365,28,122,990
366,79,148,2597
367,102,138,3300
368,28,151,1019
369,68,123,2231
370,28,146,1014
371,113,148,3651
372,96,134,3110
373,45,108,1503
374,34,126,1180
375,102,110,3272
376,34,127,1181
377,45,143,1538
378,113,141,3644
379,62,141,2063
380,62,131,2053
381,34,138,1192
382,85,132,2767
383,34,151,1205
384,45,126,1521
385,45,130,1525
386,79,141,2590
387,34,125,1179
388,17,135,662
389,62,127,2049
390,17,132,659
391,113,144,3647
392,102,126,3288
393,51,121,1702
394,28,142,1010
395,68,148,2256
396,62,136,2058
397,113,142,3645
398,85,141,2776
399,79,111,2560
400,85,127,2762
401,62,127,2049
402,68,131,2239
403,34,147,1201
404,85,137,2772
405,17,148,675
406,34,124,1178
407,45,146,1541
408,17,145,672
409,51,147,1728
410,45,133,1528
411,28,138,1006
412,51,112,1693
413,45,138,1533
414,51,147,1728
415,68,130,2238
416,51,131,1712
417,68,150,2258
418,68,140,2248
419,113,137,3640
420,85,143,2778
421,51,153,1734
422,85,135,2770
423,113,129,3632
424,17,125,652
425,85,133,2768
426,62,115,2037
427,51,109,1690
428,28,115,983
429,45,147,1542
430,79,137,2586
431,17,148,675
432,102,141,3303
433,17,120,647
434,68,131,2239
435,51,109,1690
436,68,143,2251
437,85,139,2774
438,102,138,3300
439,51,131,1712
440,34,147,1201
441,113,142,3645
442,17,140,667
443,102,113,3275
444,62,142,2064
445,85,139,2774
446,113,120,3623
447,102,149,3311
448,113,136,3639
449,62,108,2030
450,68,120,2228
451,96,131,3107
452,79,141,2590
453,45,141,1536
454,85,118,2753
455,62,145,2067
456,102,141,3303
457,79,141,2590
458,34,120,1174
459,17,142,669
460,17,152,679
461,17,121,648
462,34,150,1204
463,102,113,3275
464,51,150,1731
465,68,125,2233
466,85,132,2767
467,62,135,2057
468,45,115,1510
469,85,120,2755
470,34,136,1190
471,28,127,995
472,45,125,1520
473,79,125,2574
474,45,138,1533
475,28,131,999
476,28,143,1011
477,34,136,1190
478,102,133,3295
479,17,140,667
480,34,143,1197
481,51,123,1704
482,34,126,1180
483,102,152,3314
484,51,140,1721
485,34,141,1195
486,96,129,3105
487,85,112,2747
488,28,148,1016
489,51,109,1690
490,79,135,2584
491,45,144,1539
492,45,126,1521
493,96,110,3086
494,51,132,1713
495,113,126,3629
496,17,120,647
497,51,139,1720
498,51,138,1719
499,51,110,1691
500,68,108,2216
501,85,142,2777
502,96,142,3118
503,79,133,2582
504,85,133,2768
505,62,151,2073
506,68,119,2227
507,62,111,2033
508,85,146,2781
509,34,114,1168
510,96,120,3096
511,62,127,2049
512,68,120,2228
513,28,137,1005
514,34,123,1177
515,62,129,2051
516,79,140,2589
517,85,131,2766
518,45,136,1531
519,17,131,658
520,45,119,1514
521,28,125,993
522,45,150,1545
523,45,136,1531
524,51,143,1724
525,68,142,2250
526,45,131,1526
527,79,139,2588
528,45,137,1532
529,85,117,2752
530,51,122,1703
531,62,147,2069
532,51,151,1732
533,96,111,3087
534,28,145,1013
535,102,128,3290
536,68,133,2241
537,34,136,1190
538,45,133,1528
539,28,126,994
540,102,137,3299
541,85,141,2776
542,28,121,989
543,34,141,1195
544,68,134,2242
545,51,137,1718
546,113,135,3638
547,102,134,3296
548,85,119,2754
549,62,150,2072
550,85,128,2763
551,34,137,1191
552,17,124,651
553,51,143,1724
554,45,129,1524
555,102,144,3306
556,45,130,1525
557,85,117,2752
558,51,139,1720
559,17,124,651
560,85,122,2757
561,34,142,1196
562,79,128,2577
563,68,136,2244
564,17,122,649
565,28,119,987
566,28,137,1005
567,85,119,2754
568,28,117,985
569,28,119,987
570,68,141,2249
571,85,120,2755
572,28,118,986
573,28,123,991
574,79,114,2563
575,85,119,2754
576,62,140,2062
577,102,143,3305
578,17,117,644
579,79,130,2579
580,62,146,2068
581,28,116,984
582,102,124,3286
583,85,150,2785
584,62,138,2060
585,68,136,2244
586,102,124,3286
587,51,138,1719
588,96,149,3125
589,62,112,2034
590,102,130,3292
591,28,137,1005
592,62,109,2031
593,45,122,1517
594,85,141,2776
595,62,134,2056
596,85,117,2752
597,96,148,3124
598,85,118,2753
599,17,141,668
600,34,142,1196
601,85,122,2757
602,51,124,1705
603,34,129,1183
604,45,133,1528
605,17,143,670
606,45,108,1503
607,68,150,2258
608,68,146,2254
609,51,135,1716
610,113,153,3656
611,102,128,3290
612,45,127,1522
613,113,132,3635
614,68,137,2245
615,45,139,1534
616,62,130,2052
617,28,113,981
618,85,136,2771
619,79,140,2589
620,68,112,2220
621,79,137,2586
622,68,128,2236
623,62,112,2034
624,45,125,1520
625,62,138,2060
626,34,123,1177
627,34,121,1175
628,79,109,2558
629,62,151,2073
630,45,122,1517
631,51,137,1718
632,113,121,3624
633,17,119,646
634,51,147,1728
635,102,145,3307
636,62,129,2051
637,102,129,3291
638,68,113,2221
639,28,136,1004
640,102,125,3287
641,45,143,1538
642,62,135,2057
643,34,142,1196
644,62,146,2068
645,79,144,2593
646,85,116,2751
647,96,121,3097
648,51,127,1708
649,96,123,3099
650,17,129,656
651,45,152,1547
652,85,120,2755
653,17,128,655
654,96,131,3107
655,34,130,1184
656,28,131,999
657,79,128,2577
658,96,139,3115
659,96,126,3102
660,34,119,1173
661,34,126,1180
662,96,129,3105
663,34,131,1185
664,51,142,1723
665,96,139,3115
666,34,129,1183
667,51,148,1729
668,102,130,3292
669,62,146,2068
670,113,153,3656
671,85,123,2758
672,51,128,1709
673,51,132,1713
674,45,122,1517
675,34,143,1197
676,79,149,2598
677,68,110,2218
678,51,139,1720
679,62,153,2075
680,68,121,2229
681,96,145,3121
682,102,141,3303
683,62,123,2045
684,62,143,2065
685,102,122,3284
686,62,123,2045
687,96,136,3112
688,79,139,2588
689,45,144,1539
690,68,124,2232
691,102,120,3282
692,102,123,3285
693,51,120,1701
694,79,121,2570
695,102,127,3289
696,79,119,2568
697,68,137,2245
698,68,129,2237
699,113,151,3654
700,17,140,667
701,34,140,1194
702,113,112,3615
703,102,119,3281
704,28,138,1006
705,102,110,3272
706,45,117,1512
707,45,132,1527
708,85,134,2769
709,17,141,668
710,113,146,3649
711,102,143,3305
712,96,131,3107
713,17,154,681
714,51,145,1726
715,17,150,677
716,79,147,2596
717,17,147,674
718,28,143,1011
719,62,122,2044
720,62,114,2036
721,62,130,2052
722,45,130,1525
723,45,143,1538
724,79,130,2579
725,34,109,1163
726,62,146,2068
727,17,118,645
728,79,140,2589
729,79,129,2578
730,79,140,2589
731,68,109,2217
732,62,152,2074
733,68,131,2239
734,28,110,978
735,51,153,1734
736,85,134,2769
737,96,118,3094
738,85,122,2757
739,34,134,1188
740,28,112,980
741,62,144,2066
742,34,119,1173
743,85,139,2774
744,113,140,3643
745,96,130,3106
746,17,126,653
747,45,121,1516
748,17,140,667
749,28,136,1004
750,113,131,3634
751,79,137,2586
752,85,132,2767
753,113,124,3627
754,34,131,1185
755,68,148,2256
756,62,115,2037
757,17,130,657
758,28,148,1016
759,113,127,3630
760,102,150,3312
761,102,121,3283
762,113,141,3644
763,51,113,1694
764,17,134,661
765,17,126,653
766,62,132,2054
767,45,121,1516
768,34,123,1177
769,45,150,1545
770,85,116,2751
771,85,138,2773
772,51,147,1728
773,96,141,3117
774,79,122,2571
775,51,130,1711
776,113,140,3643
777,79,147,2596
778,45,148,1543
779,51,123,1704
780,96,147,3123
781,113,118,3621
782,96,136,3112
783,96,113,3089
784,68,150,2258
785,28,134,1002
786,28,139,1007
787,102,132,3294
788,85,133,2768
789,28,129,997
790,34,146,1200
791,85,144,2779
792,28,124,992
793,51,127,1708
794,85,150,2785
795,85,115,2750
796,113,116,3619
797,79,143,2592
798,62,131,2053
799,68,134,2242
800,96,127,3103
801,68,111,2219
802,96,119,3095
803,85,124,2759
804,96,129,3105
805,62,129,2051
806,28,121,989
807,51,125,1706
808,113,153,3656
809,96,132,3108
810,45,153,1548
811,96,143,3119
812,68,131,2239
813,62,151,2073
814,113,132,3635
815,68,146,2254
816,45,145,1540
817,62,154,2076
818,51,125,1706
819,102,128,3290
820,113,123,3626
821,28,113,981
822,102,128,3290
823,62,129,2051
824,17,122,649
825,28,113,981
826,79,154,2603
827,113,133,3636
828,113,112,3615
829,45,117,1512
830,96,118,3094
831,102,124,3286
832,34,130,1184
833,28,136,1004
834,68,139,2247
835,85,119,2754
836,51,152,1733
837,34,130,1184
838,68,127,2235
839,45,110,1505
840,62,143,2065
841,68,112,2220
842,85,136,2771
843,113,126,3629
844,28,131,999
845,17,139,666
846,102,153,3315
847,85,134,2769
848,96,118,3094
849,85,137,2772
850,96,134,3110
851,51,141,1722
852,79,133,2582
853,28,121,989
854,85,128,2763
855,85,143,2778
856,113,144,3647
857,85,150,2785
858,62,132,2054
859,79,124,2573
860,62,117,2039
861,79,142,2591
862,68,141,2249
863,34,133,1187
864,96,128,3104
865,85,145,2780
866,28,128,996
867,102,108,3270
868,102,129,3291
869,79,132,2581
870,68,119,2227
871,28,109,977
872,28,130,998
873,113,121,3624
874,68,146,2254
875,45,137,1532
876,34,110,1164
877,51,121,1702
878,34,143,1197
879,96,128,3104
880,17,131,658
881,79,143,2592
882,102,137,3299
883,28,128,996
884,45,120,1515
885,34,124,1178
886,96,135,3111
887,28,121,989
888,79,126,2575
889,51,138,1719
890,45,135,1530
891,34,125,1179
892,17,141,668
893,79,150,2599
894,17,143,670
895,17,138,665
896,17,139,666
897,113,141,3644
898,68,148,2256
899,96,142,3118
900,62,141,2063
901,68,136,2244
902,68,137,2245
903,17,131,658
904,68,132,2240
905,34,146,1200
906,68,120,2228
907,102,131,3293
908,62,141,2063
909,28,134,1002
910,34,128,1182
911,68,129,2237
912,28,132,1000
913,34,132,1186
914,62,151,2073
915,34,116,1170
916,96,125,3101
917,17,129,656
918,45,117,1512
919,28,142,1010
920,34,124,1178
921,62,139,2061
922,28,142,1010
923,45,125,1520
924,45,109,1504
925,68,116,2224
926,17,130,657
927,51,138,1719
928,51,119,1700
929,17,154,681
930,96,135,3111
931,102,108,3270
932,17,131,658
933,28,128,996
934,17,132,659
935,113,129,3632
936,79,139,2588
937,102,116,3278
938,62,115,2037
939,34,153,1207
940,113,143,3646
941,85,120,2755
942,45,126,1521
943,102,147,3309
944,85,143,2778
945,102,133,3295
946,45,110,1505
947,51,129,1710
948,62,131,2053
949,62,124,2046
950,62,122,2044
951,113,132,3635
952,45,123,1518
953,34,113,1167
954,28,141,1009
955,51,135,1716
956,79,127,2576
957,96,138,3114
958,45,123,1518
959,68,134,2242
960,62,141,2063
961,34,126,1180
962,45,110,1505
963,62,141,2063
964,51,139,1720
965,85,141,2776
966,68,146,2254
967,17,154,681
968,34,111,1165
969,113,140,3643
970,113,143,3646
971,62,141,2063
972,85,153,2788
973,113,132,3635
974,102,142,3304
975,113,141,3644
976,34,147,1201
977,45,142,1537
978,85,120,2755
979,62,133,2055
980,45,112,1507
981,45,138,1533
982,102,149,3311
983,102,130,3292
984,62,127,2049
985,17,136,663
986,34,116,1170
987,34,115,1169
988,17,140,667
989,62,124,2046
990,28,118,986
991,51,120,1701
992,45,130,1525
993,51,110,1691
994,79,126,2575
995,17,130,657
996,85,138,2773
997,17,120,647
998,17,147,674
999,17,124,651
